order_id,product_id,customer_id,price,order_date,shipping_date,quantity,discount,shipping_cost,order_status
8023914,363028,11384,65.36,2025-07-01 16:35:07.890420,2025-07-05 16:35:07.890420,1,0.24,19.29,Processing
4015772,562958,19654,117.78,2025-04-27 16:35:07.890435,2025-05-05 16:35:07.890435,3,0.01,23.38,Processing
6352917,720230,60291,62.85,2025-12-17 16:35:07.890451,2025-12-18 16:35:07.890451,3,0.26,6.39,Returned
2104983,492904,15910,410.05,2025-11-01 16:35:07.890466,2025-11-09 16:35:07.890466,2,0.13,6.86,Returned
5769817,562958,55915,268.4,2025-07-30 16:35:07.890481,2025-08-04 16:35:07.890481,2,0.19,18.12,Delivered
3414853,938521,89799,270.37,2025-11-12 16:35:07.890497,2025-11-20 16:35:07.890497,4,0.08,9.79,Processing
3319318,674253,60041,270.13,2026-02-26 16:35:07.890512,2026-02-28 16:35:07.890512,4,0.17,15.59,Processing
2987272,924197,37577,474.69,2025-11-26 16:35:07.890527,2025-12-05 16:35:07.890527,3,0.09,5.44,Processing
9087226,328815,43720,15.91,2025-12-04 16:35:07.890542,2025-12-09 16:35:07.890542,3,0.06,5.55,Processing
8337616,328815,18359,333.88,2025-10-08 16:35:07.890558,2025-10-14 16:35:07.890558,4,0.22,17.13,Processing
7292906,187821,19774,496.36,2026-03-30 16:35:07.890573,2026-04-05 16:35:07.890573,3,0.12,21.22,Processing
1080503,187821,90973,373.04,2026-02-04 16:35:07.890602,2026-02-12 16:35:07.890602,1,0.3,23.52,Shipped
3601985,674253,78736,203.44,2025-11-01 16:35:07.890622,2025-11-03 16:35:07.890622,1,0.15,20.04,Returned
1471489,938521,52433,276.55,2025-08-14 16:35:07.890637,2025-08-20 16:35:07.890637,4,0.01,11.2,Shipped
3946091,924197,64432,23.33,2025-07-20 16:35:07.890652,2025-07-29 16:35:07.890652,4,0.01,12.9,Delivered
3328129,562958,57670,422.68,2026-01-09 16:35:07.890667,2026-01-12 16:35:07.890667,1,0.15,12.95,Returned
7658510,720230,54780,236.74,2025-06-16 16:35:07.890682,2025-06-17 16:35:07.890682,4,0.23,6.47,Shipped
8932926,328815,31865,331.93,2025-11-05 16:35:07.890697,2025-11-14 16:35:07.890697,4,0.09,9.25,Processing
5733691,674253,47234,216.56,2025-10-09 16:35:07.890719,2025-10-13 16:35:07.890719,4,0.01,21.2,Returned
9150999,674253,97870,293.39,2026-03-21 16:35:07.890750,2026-03-24 16:35:07.890750,4,0.0,23.45,Processing
8793227,924197,20523,60.18,2026-02-07 16:35:07.890766,2026-02-08 16:35:07.890766,2,0.09,21.68,Shipped
5002272,924197,71703,199.19,2025-11-26 16:35:07.890781,2025-11-30 16:35:07.890781,2,0.21,24.73,Returned
2665185,492904,82706,413.45,2026-01-24 16:35:07.890797,2026-02-02 16:35:07.890797,4,0.09,17.0,Delivered
9268533,512461,36602,195.51,2026-03-02 16:35:07.890819,2026-03-03 16:35:07.890819,3,0.12,11.83,Returned
2634714,176588,30022,88.48,2025-10-25 16:35:07.890854,2025-10-26 16:35:07.890854,1,0.07,23.74,Processing
7118020,674253,54006,131.17,2025-09-24 16:35:07.890869,2025-10-03 16:35:07.890869,4,0.23,22.16,Delivered
4725836,313802,13696,361.07,2026-01-26 16:35:07.890884,2026-02-03 16:35:07.890884,1,0.05,10.39,Shipped
2288215,512461,71051,452.68,2025-08-16 16:35:07.890899,2025-08-21 16:35:07.890899,2,0.06,10.12,Shipped
7292901,140937,81089,207.37,2026-04-09 16:35:07.890914,2026-04-15 16:35:07.890914,2,0.24,20.32,Processing
8324772,781209,89351,90.38,2026-01-02 16:35:07.890929,2026-01-05 16:35:07.890929,2,0.14,5.27,Shipped
1056506,924197,53749,263.43,2026-03-23 16:35:07.890944,2026-03-29 16:35:07.890944,3,0.25,21.66,Delivered
9730479,313802,91801,491.06,2025-04-17 16:35:07.890959,2025-04-20 16:35:07.890959,3,0.18,7.1,Returned
1684524,313802,78615,403.99,2025-05-21 16:35:07.890975,2025-05-30 16:35:07.890975,1,0.24,7.16,Processing
7192166,674253,46442,349.29,2025-05-11 16:35:07.890990,2025-05-18 16:35:07.890990,2,0.01,6.35,Delivered
9627849,187821,87776,61.03,2025-10-08 16:35:07.891005,2025-10-14 16:35:07.891005,4,0.21,10.06,Processing
2515960,313802,33825,89.42,2025-04-22 16:35:07.891020,2025-04-26 16:35:07.891020,1,0.26,24.18,Processing
6592724,924197,16001,177.71,2025-04-24 16:35:07.891037,2025-04-26 16:35:07.891037,4,0.2,16.01,Processing
1623902,938521,79170,481.52,2025-07-27 16:35:07.891053,2025-08-04 16:35:07.891053,1,0.0,12.03,Processing
2143998,313802,53211,93.11,2026-01-20 16:35:07.891068,2026-01-24 16:35:07.891068,1,0.12,19.79,Shipped
6605415,140937,84014,374.42,2025-07-25 16:35:07.891083,2025-07-30 16:35:07.891083,1,0.06,22.53,Shipped
5729823,674253,88325,247.37,2025-05-22 16:35:07.891098,2025-05-30 16:35:07.891098,4,0.1,13.91,Shipped
6049485,381632,49901,438.22,2025-06-12 16:35:07.891113,2025-06-20 16:35:07.891113,1,0.08,22.51,Returned
8514704,562958,10118,178.03,2025-07-16 16:35:07.891128,2025-07-25 16:35:07.891128,2,0.22,23.9,Shipped
9640212,562958,88671,418.05,2025-07-14 16:35:07.891144,2025-07-23 16:35:07.891144,4,0.18,16.03,Delivered
1436292,781209,52429,164.42,2026-03-26 16:35:07.891159,2026-03-27 16:35:07.891159,4,0.21,10.94,Delivered
6783769,187821,58652,206.23,2025-12-09 16:35:07.891174,2025-12-12 16:35:07.891174,4,0.15,21.95,Delivered
3521416,187821,11284,11.82,2025-08-18 16:35:07.891189,2025-08-27 16:35:07.891189,2,0.27,23.57,Delivered
6750422,313802,34360,424.9,2025-12-05 16:35:07.891204,2025-12-09 16:35:07.891204,1,0.28,21.93,Processing
9045212,512461,28602,304.28,2025-09-18 16:35:07.891219,2025-09-19 16:35:07.891219,1,0.27,19.93,Delivered
9083396,674253,48858,202.08,2025-12-06 16:35:07.891234,2025-12-12 16:35:07.891234,1,0.3,19.36,Processing
8431603,562958,29725,94.06,2026-02-27 16:35:07.891249,2026-03-06 16:35:07.891249,4,0.25,9.74,Delivered
4057061,720230,63085,193.11,2026-01-24 16:35:07.891264,2026-01-30 16:35:07.891264,1,0.04,5.45,Processing
3068188,176588,22318,269.53,2025-09-04 16:35:07.891279,2025-09-13 16:35:07.891279,4,0.28,11.86,Shipped
6313804,938521,24657,203.6,2025-07-26 16:35:07.891296,2025-08-04 16:35:07.891296,4,0.25,6.81,Delivered
1631791,512461,67433,210.63,2025-10-14 16:35:07.891313,2025-10-16 16:35:07.891313,3,0.09,10.52,Processing
6364265,176588,21322,10.46,2026-01-18 16:35:07.891329,2026-01-24 16:35:07.891329,2,0.26,16.5,Shipped
5147262,938521,57541,479.13,2025-11-19 16:35:07.891344,2025-11-28 16:35:07.891344,1,0.24,19.92,Delivered
4251393,492904,73412,439.46,2026-02-20 16:35:07.891359,2026-02-28 16:35:07.891359,2,0.22,5.82,Returned
5707033,674253,19140,485.97,2025-11-16 16:35:07.891374,2025-11-20 16:35:07.891374,4,0.28,23.66,Shipped
4624422,328815,58089,38.14,2025-09-08 16:35:07.891390,2025-09-14 16:35:07.891390,3,0.14,12.66,Shipped
4301808,674253,33979,460.52,2025-08-29 16:35:07.891405,2025-09-03 16:35:07.891405,2,0.02,21.41,Delivered
9190038,313802,23576,328.87,2026-03-13 16:35:07.891419,2026-03-14 16:35:07.891419,3,0.04,6.86,Returned
4968998,492904,16245,97.34,2025-04-24 16:35:07.891434,2025-04-25 16:35:07.891434,3,0.18,14.41,Processing
5866302,924197,51150,203.83,2025-08-21 16:35:07.891449,2025-08-24 16:35:07.891449,3,0.27,22.14,Returned
8516066,562958,21100,386.56,2026-01-23 16:35:07.891465,2026-01-24 16:35:07.891465,2,0.07,19.01,Processing
4858271,187821,48418,290.91,2026-01-14 16:35:07.891480,2026-01-15 16:35:07.891480,2,0.08,22.23,Returned
9580466,328815,13762,167.36,2025-09-13 16:35:07.891495,2025-09-22 16:35:07.891495,4,0.0,12.84,Processing
5502884,328815,22809,227.09,2025-12-04 16:35:07.891510,2025-12-08 16:35:07.891510,3,0.3,9.11,Processing
1446809,328815,28952,310.19,2025-05-18 16:35:07.891525,2025-05-27 16:35:07.891525,2,0.27,15.11,Shipped
8340033,313802,11861,358.94,2025-10-13 16:35:07.891540,2025-10-22 16:35:07.891540,2,0.27,11.22,Returned
9925485,363028,65121,409.93,2025-09-02 16:35:07.891556,2025-09-07 16:35:07.891556,3,0.12,5.9,Processing
3507629,328815,93489,307.72,2025-09-27 16:35:07.891571,2025-10-04 16:35:07.891571,4,0.26,12.48,Delivered
2195027,363028,59378,361.05,2026-02-10 16:35:07.891588,2026-02-16 16:35:07.891588,3,0.01,9.2,Returned
4549969,781209,13591,395.75,2026-03-01 16:35:07.891603,2026-03-08 16:35:07.891603,3,0.28,20.32,Shipped
2922464,562958,13721,259.35,2025-04-23 16:35:07.891619,2025-04-29 16:35:07.891619,3,0.0,14.69,Delivered
6132699,313802,96033,383.8,2025-08-18 16:35:07.891634,2025-08-19 16:35:07.891634,2,0.13,15.5,Shipped
1658976,492904,57891,182.08,2025-08-30 16:35:07.891649,2025-09-02 16:35:07.891649,1,0.03,22.24,Returned
4682441,924197,26792,292.92,2026-04-10 16:35:07.891681,2026-04-14 16:35:07.891681,4,0.27,7.78,Delivered
9227002,313802,19214,24.1,2025-07-22 16:35:07.891697,2025-07-24 16:35:07.891697,1,0.27,14.15,Delivered
9203987,187821,10328,347.83,2025-11-06 16:35:07.891712,2025-11-14 16:35:07.891712,3,0.04,9.87,Processing
1981385,176588,77521,156.17,2025-11-28 16:35:07.891727,2025-12-07 16:35:07.891727,4,0.19,13.53,Delivered
7530601,328815,51857,108.37,2025-09-24 16:35:07.891742,2025-09-29 16:35:07.891742,4,0.26,15.76,Processing
3366157,176588,88122,128.28,2025-12-04 16:35:07.891757,2025-12-11 16:35:07.891757,4,0.15,5.64,Delivered
1084956,512461,59952,272.23,2026-04-10 16:35:07.891772,2026-04-17 16:35:07.891772,4,0.29,11.98,Delivered
9019001,187821,27864,102.29,2025-05-19 16:35:07.891815,2025-05-22 16:35:07.891815,3,0.15,15.79,Delivered
8125834,512461,92950,497.04,2025-05-06 16:35:07.891831,2025-05-07 16:35:07.891831,3,0.07,7.44,Returned
9213530,720230,68988,473.93,2025-09-02 16:35:07.891846,2025-09-10 16:35:07.891846,3,0.15,22.01,Delivered
1182698,313802,44366,240.79,2026-02-20 16:35:07.891862,2026-02-21 16:35:07.891862,3,0.12,5.11,Processing
7136637,328815,78428,292.49,2025-12-23 16:35:07.891887,2025-12-28 16:35:07.891887,1,0.08,20.31,Shipped
8990062,363028,45577,175.83,2025-07-24 16:35:07.891909,2025-07-26 16:35:07.891909,4,0.29,7.16,Returned
7092064,381632,55640,370.35,2025-10-24 16:35:07.891924,2025-10-28 16:35:07.891924,4,0.19,12.03,Processing
2407742,720230,10307,222.05,2025-05-19 16:35:07.891946,2025-05-24 16:35:07.891946,3,0.27,22.61,Delivered
1040009,363028,28764,20.45,2025-07-30 16:35:07.891961,2025-08-08 16:35:07.891961,1,0.14,20.54,Processing
5410282,187821,27145,416.68,2025-10-08 16:35:07.891976,2025-10-17 16:35:07.891976,1,0.28,14.32,Processing
4419348,176588,10223,205.62,2025-05-27 16:35:07.891992,2025-06-01 16:35:07.891992,4,0.08,23.81,Processing
6492601,176588,66285,440.3,2025-06-04 16:35:07.892007,2025-06-11 16:35:07.892007,3,0.29,14.19,Processing
5334150,512461,73076,330.89,2025-10-20 16:35:07.892024,2025-10-27 16:35:07.892024,3,0.15,22.73,Delivered
1577014,924197,66791,451.49,2025-12-12 16:35:07.892039,2025-12-19 16:35:07.892039,1,0.25,17.09,Shipped
8558922,674253,14374,123.49,2026-02-24 16:35:07.892054,2026-03-03 16:35:07.892054,1,0.09,21.05,Delivered
2090872,140937,54482,424.78,2025-05-31 16:35:07.892070,2025-06-08 16:35:07.892070,4,0.11,8.46,Shipped
5428271,140937,10635,395.86,2026-04-02 16:35:07.892085,2026-04-06 16:35:07.892085,2,0.16,24.92,Delivered
2925151,187821,86089,230.21,2025-06-11 16:35:07.892100,2025-06-20 16:35:07.892100,2,0.07,8.35,Returned
4879617,720230,68284,432.11,2025-05-07 16:35:07.892116,2025-05-13 16:35:07.892116,3,0.3,10.83,Processing
3739072,328815,97297,421.17,2025-09-21 16:35:07.892131,2025-09-30 16:35:07.892131,3,0.16,16.32,Processing
5970774,187821,47830,168.49,2026-02-14 16:35:07.892147,2026-02-19 16:35:07.892147,4,0.13,18.64,Shipped
1734564,328815,33044,442.33,2025-05-16 16:35:07.892162,2025-05-25 16:35:07.892162,2,0.23,24.97,Shipped
1226999,140937,78582,218.97,2025-10-12 16:35:07.892176,2025-10-19 16:35:07.892176,1,0.19,19.92,Returned
1229224,187821,62859,414.05,2025-06-04 16:35:07.892191,2025-06-10 16:35:07.892191,3,0.13,7.78,Shipped
9192616,674253,94484,316.68,2025-12-14 16:35:07.892207,2025-12-19 16:35:07.892207,3,0.06,17.36,Processing
9268832,187821,20529,468.17,2025-07-23 16:35:07.892224,2025-07-26 16:35:07.892224,2,0.29,8.55,Delivered
7221107,176588,13357,306.02,2025-04-15 16:35:07.892239,2025-04-16 16:35:07.892239,4,0.28,6.12,Shipped
6657674,938521,49861,449.74,2025-09-02 16:35:07.892254,2025-09-07 16:35:07.892254,2,0.19,22.88,Delivered
3314565,140937,19276,245.59,2025-10-05 16:35:07.892269,2025-10-09 16:35:07.892269,1,0.21,11.1,Shipped
5364971,512461,24366,163.46,2025-05-28 16:35:07.892285,2025-06-02 16:35:07.892285,4,0.26,6.93,Returned
6531420,313802,27683,467.02,2025-05-06 16:35:07.892300,2025-05-13 16:35:07.892300,3,0.25,20.24,Shipped
3316469,512461,69058,218.31,2026-02-01 16:35:07.892315,2026-02-03 16:35:07.892315,4,0.29,14.64,Shipped
9472883,674253,22723,16.1,2025-06-09 16:35:07.892331,2025-06-12 16:35:07.892331,3,0.06,21.96,Delivered
2244249,492904,37858,449.16,2025-11-01 16:35:07.892346,2025-11-09 16:35:07.892346,1,0.23,14.66,Returned
4238539,363028,17529,310.46,2025-08-30 16:35:07.892361,2025-09-08 16:35:07.892361,1,0.16,6.83,Processing
2517343,720230,68502,388.79,2026-04-04 16:35:07.892376,2026-04-13 16:35:07.892376,1,0.01,7.91,Delivered
6849074,674253,22821,64.55,2025-07-27 16:35:07.892392,2025-07-30 16:35:07.892392,4,0.02,24.08,Delivered
4055397,363028,25752,123.42,2025-10-05 16:35:07.892408,2025-10-08 16:35:07.892408,3,0.25,23.73,Delivered
4909649,674253,99876,334.32,2026-01-06 16:35:07.892423,2026-01-09 16:35:07.892423,4,0.12,15.24,Shipped
7456216,328815,78434,162.95,2026-01-31 16:35:07.892438,2026-02-08 16:35:07.892438,1,0.23,17.26,Returned
8419783,187821,79511,151.34,2025-07-12 16:35:07.892453,2025-07-20 16:35:07.892453,2,0.27,7.82,Returned
9050443,328815,50883,256.47,2025-05-13 16:35:07.892469,2025-05-22 16:35:07.892469,4,0.02,23.26,Delivered
1852567,313802,59200,175.45,2026-01-10 16:35:07.892484,2026-01-18 16:35:07.892484,2,0.11,24.76,Returned
1780443,140937,85343,387.93,2025-08-06 16:35:07.892501,2025-08-11 16:35:07.892501,4,0.12,18.67,Returned
3502325,363028,21654,369.04,2025-11-04 16:35:07.892517,2025-11-12 16:35:07.892517,3,0.16,24.1,Shipped
7241138,720230,21332,395.0,2026-03-04 16:35:07.892532,2026-03-12 16:35:07.892532,2,0.26,24.69,Processing
7318270,781209,61245,22.05,2026-02-25 16:35:07.892547,2026-02-26 16:35:07.892547,3,0.1,15.53,Shipped
8482476,140937,71284,112.43,2026-01-16 16:35:07.892563,2026-01-21 16:35:07.892563,1,0.21,16.54,Delivered
9484520,938521,80046,272.85,2026-03-26 16:35:07.892578,2026-04-04 16:35:07.892578,2,0.23,9.03,Delivered
7087841,492904,98154,288.77,2025-11-07 16:35:07.892593,2025-11-14 16:35:07.892593,1,0.27,19.62,Delivered
4463276,938521,89052,434.15,2025-04-27 16:35:07.892609,2025-05-05 16:35:07.892609,3,0.16,7.68,Returned
7671819,363028,52657,444.54,2026-01-14 16:35:07.892624,2026-01-23 16:35:07.892624,4,0.23,8.33,Delivered
6815511,674253,25495,52.13,2026-02-12 16:35:07.892639,2026-02-16 16:35:07.892639,3,0.17,5.14,Processing
7849177,512461,74855,444.17,2025-10-24 16:35:07.892655,2025-10-31 16:35:07.892655,2,0.28,11.81,Delivered
8246290,328815,96542,190.74,2025-09-28 16:35:07.892669,2025-10-04 16:35:07.892669,3,0.03,20.6,Returned
6293396,562958,86668,83.41,2025-07-15 16:35:07.892687,2025-07-16 16:35:07.892687,2,0.24,11.65,Processing
1224907,176588,71459,117.28,2025-11-23 16:35:07.892702,2025-11-25 16:35:07.892702,1,0.17,5.08,Processing
2608445,924197,23613,316.87,2025-07-23 16:35:07.892723,2025-07-28 16:35:07.892723,3,0.13,15.1,Shipped
2762037,176588,65073,415.67,2026-01-29 16:35:07.892760,2026-01-31 16:35:07.892760,4,0.22,9.87,Returned
9861605,938521,71310,457.71,2025-07-10 16:35:07.892775,2025-07-19 16:35:07.892775,4,0.12,24.15,Returned
5186328,512461,86525,436.22,2026-03-23 16:35:07.892790,2026-03-25 16:35:07.892790,4,0.02,20.9,Processing
1442648,313802,60047,294.04,2026-02-25 16:35:07.892805,2026-02-26 16:35:07.892805,2,0.27,20.14,Shipped
7823066,363028,49946,30.18,2025-07-02 16:35:07.892822,2025-07-04 16:35:07.892822,2,0.03,22.59,Shipped
4295178,938521,85343,48.05,2025-05-07 16:35:07.892838,2025-05-12 16:35:07.892838,1,0.22,13.03,Processing
1188555,562958,71430,136.97,2025-10-11 16:35:07.892872,2025-10-20 16:35:07.892872,4,0.26,18.17,Returned
4432251,363028,74083,315.51,2025-09-30 16:35:07.892888,2025-10-07 16:35:07.892888,3,0.19,5.95,Shipped
2569851,674253,82690,247.16,2025-05-08 16:35:07.892903,2025-05-17 16:35:07.892903,2,0.22,19.64,Processing
9354972,492904,13899,350.27,2026-01-19 16:35:07.892918,2026-01-23 16:35:07.892918,1,0.06,17.89,Processing
8246700,363028,13785,435.51,2025-12-07 16:35:07.892933,2025-12-08 16:35:07.892933,4,0.25,13.41,Delivered
8561587,512461,21604,292.17,2025-08-05 16:35:07.892963,2025-08-14 16:35:07.892963,3,0.24,21.91,Returned
9863619,313802,42705,151.6,2026-03-16 16:35:07.892979,2026-03-18 16:35:07.892979,2,0.08,13.01,Returned
2674341,313802,76671,426.28,2025-10-01 16:35:07.892995,2025-10-04 16:35:07.892995,3,0.15,16.98,Delivered
2438512,328815,67959,103.34,2026-01-31 16:35:07.893010,2026-02-05 16:35:07.893010,4,0.1,11.87,Processing
9110438,674253,83540,59.5,2025-11-09 16:35:07.893025,2025-11-12 16:35:07.893025,1,0.14,14.2,Returned
9075881,781209,84850,244.36,2025-10-10 16:35:07.893040,2025-10-14 16:35:07.893040,2,0.2,16.54,Shipped
1489793,381632,11619,284.42,2025-12-02 16:35:07.893055,2025-12-07 16:35:07.893055,2,0.27,14.2,Shipped
7593826,562958,47280,53.98,2025-10-11 16:35:07.893070,2025-10-12 16:35:07.893070,3,0.06,24.43,Processing
5527084,381632,64780,194.67,2026-01-19 16:35:07.893085,2026-01-27 16:35:07.893085,3,0.04,22.35,Shipped
9680679,781209,21260,148.75,2025-05-21 16:35:07.893100,2025-05-25 16:35:07.893100,3,0.08,17.54,Delivered
7903219,512461,76392,349.52,2025-12-19 16:35:07.893115,2025-12-25 16:35:07.893115,4,0.16,15.58,Processing
1795089,381632,60874,283.72,2025-07-30 16:35:07.893133,2025-08-05 16:35:07.893133,1,0.07,20.0,Processing
5041617,492904,31660,126.65,2025-07-03 16:35:07.893149,2025-07-07 16:35:07.893149,3,0.28,21.85,Delivered
9858431,781209,34720,431.12,2025-08-21 16:35:07.893164,2025-08-26 16:35:07.893164,3,0.29,13.79,Returned
5794626,720230,17547,452.62,2025-06-14 16:35:07.893180,2025-06-19 16:35:07.893180,3,0.24,17.67,Returned
7497479,924197,17864,388.36,2026-04-06 16:35:07.893204,2026-04-11 16:35:07.893204,3,0.25,16.68,Returned
5924239,140937,22375,474.63,2025-09-18 16:35:07.893220,2025-09-27 16:35:07.893220,3,0.15,11.66,Shipped
3375177,313802,37071,154.25,2025-08-20 16:35:07.893235,2025-08-24 16:35:07.893235,3,0.07,21.17,Delivered
8334737,381632,30733,24.7,2026-01-04 16:35:07.893250,2026-01-07 16:35:07.893250,4,0.29,7.86,Processing
1595399,562958,79440,288.36,2025-10-13 16:35:07.893266,2025-10-14 16:35:07.893266,4,0.1,13.99,Returned
6666647,938521,91169,213.42,2025-10-14 16:35:07.893280,2025-10-17 16:35:07.893280,4,0.06,10.8,Delivered
3279811,176588,67788,269.06,2025-05-26 16:35:07.893295,2025-06-01 16:35:07.893295,1,0.07,6.88,Shipped
4634197,938521,18830,360.1,2025-07-14 16:35:07.893310,2025-07-23 16:35:07.893310,1,0.13,18.22,Shipped
5527741,381632,12731,113.09,2025-09-30 16:35:07.893325,2025-10-04 16:35:07.893325,4,0.04,19.58,Delivered
2038774,512461,37583,312.11,2025-09-06 16:35:07.893340,2025-09-13 16:35:07.893340,4,0.24,22.41,Shipped
8469899,720230,62274,266.71,2025-06-13 16:35:07.893355,2025-06-18 16:35:07.893355,2,0.3,24.42,Delivered
1934703,187821,83669,230.51,2025-11-20 16:35:07.893371,2025-11-27 16:35:07.893371,4,0.15,18.3,Processing
3983183,381632,95473,185.16,2026-01-23 16:35:07.893386,2026-01-27 16:35:07.893386,1,0.03,21.52,Shipped
3069010,938521,18897,473.82,2025-06-08 16:35:07.893404,2025-06-14 16:35:07.893404,3,0.27,16.77,Returned
7439294,363028,17560,127.79,2026-01-20 16:35:07.893422,2026-01-22 16:35:07.893422,4,0.17,19.02,Shipped
1200201,363028,79002,46.36,2026-04-08 16:35:07.893437,2026-04-16 16:35:07.893437,1,0.14,7.41,Processing
8214885,938521,90370,263.23,2025-08-25 16:35:07.893453,2025-09-03 16:35:07.893453,2,0.18,18.69,Delivered
3259801,512461,33236,415.83,2025-11-21 16:35:07.893468,2025-11-30 16:35:07.893468,1,0.23,9.43,Shipped
1258675,492904,44738,264.05,2025-07-30 16:35:07.893483,2025-08-06 16:35:07.893483,4,0.03,16.44,Processing
4240655,924197,74115,217.93,2025-11-08 16:35:07.893499,2025-11-14 16:35:07.893499,1,0.15,16.91,Shipped
2994774,924197,34616,134.65,2025-06-21 16:35:07.893515,2025-06-23 16:35:07.893515,4,0.26,10.17,Returned
7420776,313802,28008,115.12,2025-12-08 16:35:07.893530,2025-12-17 16:35:07.893530,2,0.27,19.95,Returned
1738819,720230,82820,267.6,2025-12-29 16:35:07.893546,2026-01-05 16:35:07.893546,2,0.05,19.69,Processing
6749450,674253,84759,393.01,2025-07-16 16:35:07.893561,2025-07-17 16:35:07.893561,4,0.08,16.87,Delivered
9827988,562958,55968,22.29,2025-11-29 16:35:07.893576,2025-12-08 16:35:07.893576,1,0.17,23.4,Delivered
8226449,924197,20478,23.64,2025-11-15 16:35:07.893592,2025-11-16 16:35:07.893592,4,0.16,14.78,Shipped
5770095,328815,76876,38.32,2025-09-12 16:35:07.893607,2025-09-17 16:35:07.893607,4,0.17,6.09,Delivered
5912677,512461,82322,346.44,2025-08-24 16:35:07.893622,2025-08-27 16:35:07.893622,2,0.24,21.78,Returned
7277013,938521,81851,190.04,2026-02-08 16:35:07.893637,2026-02-13 16:35:07.893637,3,0.24,16.27,Delivered
4327606,562958,46095,131.55,2026-01-08 16:35:07.893653,2026-01-12 16:35:07.893653,4,0.14,19.99,Delivered
8489789,781209,91706,100.05,2025-04-27 16:35:07.893668,2025-05-04 16:35:07.893668,3,0.23,24.19,Processing
8712704,328815,86829,350.4,2025-11-08 16:35:07.893683,2025-11-15 16:35:07.893683,1,0.12,23.33,Processing
7677127,363028,12118,61.44,2025-12-16 16:35:07.893700,2025-12-17 16:35:07.893700,3,0.03,11.7,Delivered
1661158,924197,22938,169.31,2025-07-14 16:35:07.893715,2025-07-23 16:35:07.893715,1,0.24,14.53,Shipped
8605982,720230,61760,271.86,2025-11-28 16:35:07.893731,2025-12-05 16:35:07.893731,3,0.2,8.01,Shipped
8959027,328815,21339,30.23,2026-03-08 16:35:07.893746,2026-03-17 16:35:07.893746,3,0.21,17.21,Processing
4889121,313802,82803,459.1,2025-05-16 16:35:07.893761,2025-05-25 16:35:07.893761,2,0.24,7.08,Processing
1995263,313802,56220,66.31,2026-03-21 16:35:07.893777,2026-03-30 16:35:07.893777,4,0.3,12.13,Delivered
8836167,492904,89463,211.33,2025-11-11 16:35:07.893816,2025-11-12 16:35:07.893816,4,0.06,22.5,Returned
5913282,562958,89626,372.71,2025-11-05 16:35:07.893832,2025-11-12 16:35:07.893832,3,0.04,9.07,Shipped
8194235,492904,11308,471.86,2025-09-01 16:35:07.893847,2025-09-10 16:35:07.893847,3,0.15,8.17,Returned
2225731,674253,73380,324.0,2026-02-19 16:35:07.893862,2026-02-23 16:35:07.893862,2,0.3,21.59,Shipped
4250461,363028,72887,423.46,2025-07-06 16:35:07.893877,2025-07-15 16:35:07.893877,2,0.16,21.74,Returned
4062879,492904,75533,103.54,2025-12-06 16:35:07.893893,2025-12-11 16:35:07.893893,2,0.13,17.57,Delivered
3239107,938521,18805,84.37,2025-11-18 16:35:07.893922,2025-11-25 16:35:07.893922,2,0.08,24.65,Processing
6272980,140937,11491,301.86,2025-07-08 16:35:07.893938,2025-07-09 16:35:07.893938,1,0.22,13.75,Shipped
9124799,674253,37276,418.0,2025-08-30 16:35:07.893954,2025-09-04 16:35:07.893954,4,0.18,21.87,Delivered
2411596,512461,88261,54.54,2025-06-08 16:35:07.893969,2025-06-12 16:35:07.893969,4,0.09,20.31,Processing
5989441,924197,51599,29.9,2026-04-08 16:35:07.893984,2026-04-10 16:35:07.893984,3,0.16,16.78,Delivered
5459656,512461,52939,440.99,2025-09-22 16:35:07.894000,2025-09-30 16:35:07.894000,3,0.0,22.12,Shipped
7672093,187821,13211,202.3,2025-10-14 16:35:07.894033,2025-10-22 16:35:07.894033,3,0.29,11.34,Shipped
3164458,313802,40160,493.87,2026-01-05 16:35:07.894050,2026-01-11 16:35:07.894050,4,0.28,23.3,Returned
3626864,720230,95856,300.1,2026-03-25 16:35:07.894066,2026-03-29 16:35:07.894066,4,0.04,20.47,Processing
8204628,363028,71302,323.15,2025-11-10 16:35:07.894082,2025-11-19 16:35:07.894082,3,0.16,24.81,Processing
8968507,313802,88811,170.65,2025-04-28 16:35:07.894097,2025-05-01 16:35:07.894097,2,0.27,6.11,Delivered
9359502,674253,37077,252.53,2025-10-07 16:35:07.894113,2025-10-15 16:35:07.894113,3,0.1,9.36,Processing
7941524,674253,98148,213.35,2025-08-23 16:35:07.894130,2025-08-31 16:35:07.894130,3,0.24,11.66,Shipped
6847791,381632,79024,249.7,2025-04-20 16:35:07.894145,2025-04-25 16:35:07.894145,2,0.21,11.71,Shipped
1292677,381632,72277,322.51,2025-06-06 16:35:07.894161,2025-06-10 16:35:07.894161,4,0.01,21.65,Returned
2966967,492904,11744,202.84,2025-11-28 16:35:07.894176,2025-12-05 16:35:07.894176,1,0.1,22.04,Shipped
2381107,781209,94855,393.72,2025-04-26 16:35:07.894197,2025-05-04 16:35:07.894197,2,0.05,15.45,Shipped
4353896,674253,27136,462.42,2025-07-18 16:35:07.894221,2025-07-21 16:35:07.894221,4,0.17,22.56,Processing
