order_id,product_id,customer_id,price,order_date,shipping_date,quantity,discount,shipping_cost,order_status,product_name,product_category,manufacturing_city,size,color,SKU,cost,launch_date,shipping_days,net_price,revenue,profit,is_returned
6132699,313802,96033,383.8,2025-08-18 16:35:07.891634,2025-08-19 16:35:07.891634,2,0.13,15.5,Shipped,Product_313802,Electronics,Phoenix,L,Red,68225018,65.34,2023-12-16 16:35:07.864337,1,333.906,667.812,537.1320000000001,0
1658976,492904,57891,182.08,2025-08-30 16:35:07.891649,2025-09-02 16:35:07.891649,1,0.03,22.24,Returned,Product_492904,Electronics,Houston,S,White,14713501,95.65,2024-03-27 16:35:07.864382,3,176.6176,176.6176,80.9676,1
4682441,924197,26792,292.92,2026-04-10 16:35:07.891681,2026-04-14 16:35:07.891681,4,0.27,7.78,Delivered,Product_924197,Home,New York,L,Blue,40138388,74.21,2023-11-24 16:35:07.864252,4,213.8316,855.3264,558.4864,0
9227002,313802,19214,24.1,2025-07-22 16:35:07.891697,2025-07-24 16:35:07.891697,1,0.27,14.15,Delivered,Product_313802,Electronics,Phoenix,L,Red,68225018,65.34,2023-12-16 16:35:07.864337,2,17.593,17.593,-47.747,0
9203987,187821,10328,347.83,2025-11-06 16:35:07.891712,2025-11-14 16:35:07.891712,3,0.04,9.87,Processing,Product_187821,Sports,Houston,L,Black,23440726,60.72,2025-05-26 16:35:07.864415,8,333.91679999999997,1001.7503999999999,819.5903999999998,0
1981385,176588,77521,156.17,2025-11-28 16:35:07.891727,2025-12-07 16:35:07.891727,4,0.19,13.53,Delivered,Product_176588,Electronics,Phoenix,S,White,75094386,57.03,2025-03-03 16:35:07.864319,9,126.4977,505.9908,277.8708,0
7530601,328815,51857,108.37,2025-09-24 16:35:07.891742,2025-09-29 16:35:07.891742,4,0.26,15.76,Processing,Product_328815,Electronics,Los Angeles,L,Red,77987462,55.1,2024-07-30 16:35:07.864356,5,80.1938,320.7752,100.37519999999998,0
3366157,176588,88122,128.28,2025-12-04 16:35:07.891757,2025-12-11 16:35:07.891757,4,0.15,5.64,Delivered,Product_176588,Electronics,Phoenix,S,White,75094386,57.03,2025-03-03 16:35:07.864319,7,109.038,436.152,208.03199999999998,0
1084956,512461,59952,272.23,2026-04-10 16:35:07.891772,2026-04-17 16:35:07.891772,4,0.29,11.98,Delivered,Product_512461,Home,Seattle,S,Red,91926380,98.66,2023-08-18 16:35:07.864399,7,193.2833,773.1332,378.4932,0
9019001,187821,27864,102.29,2025-05-19 16:35:07.891815,2025-05-22 16:35:07.891815,3,0.15,15.79,Delivered,Product_187821,Sports,Houston,L,Black,23440726,60.72,2025-05-26 16:35:07.864415,3,86.9465,260.8395,78.6795,0
8125834,512461,92950,497.04,2025-05-06 16:35:07.891831,2025-05-07 16:35:07.891831,3,0.07,7.44,Returned,Product_512461,Home,Seattle,S,Red,91926380,98.66,2023-08-18 16:35:07.864399,1,462.24719999999996,1386.7415999999998,1090.7615999999998,1
9213530,720230,68988,473.93,2025-09-02 16:35:07.891846,2025-09-10 16:35:07.891846,3,0.15,22.01,Delivered,Product_720230,Beauty,Seattle,S,White,59007894,74.32,2024-10-28 16:35:07.864441,8,402.8405,1208.5215,985.5615,0
1182698,313802,44366,240.79,2026-02-20 16:35:07.891862,2026-02-21 16:35:07.891862,3,0.12,5.11,Processing,Product_313802,Electronics,Phoenix,L,Red,68225018,65.34,2023-12-16 16:35:07.864337,1,211.8952,635.6856,439.6655999999999,0
7136637,328815,78428,292.49,2025-12-23 16:35:07.891887,2025-12-28 16:35:07.891887,1,0.08,20.31,Shipped,Product_328815,Electronics,Los Angeles,L,Red,77987462,55.1,2024-07-30 16:35:07.864356,5,269.0908,269.0908,213.9908,0
8990062,363028,45577,175.83,2025-07-24 16:35:07.891909,2025-07-26 16:35:07.891909,4,0.29,7.16,Returned,Product_363028,Apparel,New York,S,Blue,29697412,90.13,2023-10-06 16:35:07.864310,2,124.83930000000001,499.35720000000003,138.83720000000005,1
7092064,381632,55640,370.35,2025-10-24 16:35:07.891924,2025-10-28 16:35:07.891924,4,0.19,12.03,Processing,Product_381632,Home,Phoenix,S,White,45607312,86.93,2024-10-27 16:35:07.864300,4,299.98350000000005,1199.9340000000002,852.2140000000002,0
2407742,720230,10307,222.05,2025-05-19 16:35:07.891946,2025-05-24 16:35:07.891946,3,0.27,22.61,Delivered,Product_720230,Beauty,Seattle,S,White,59007894,74.32,2024-10-28 16:35:07.864441,5,162.0965,486.2895,263.3295,0
1040009,363028,28764,20.45,2025-07-30 16:35:07.891961,2025-08-08 16:35:07.891961,1,0.14,20.54,Processing,Product_363028,Apparel,New York,S,Blue,29697412,90.13,2023-10-06 16:35:07.864310,9,17.587,17.587,-72.54299999999999,0
5410282,187821,27145,416.68,2025-10-08 16:35:07.891976,2025-10-17 16:35:07.891976,1,0.28,14.32,Processing,Product_187821,Sports,Houston,L,Black,23440726,60.72,2025-05-26 16:35:07.864415,9,300.0096,300.0096,239.28959999999998,0
4419348,176588,10223,205.62,2025-05-27 16:35:07.891992,2025-06-01 16:35:07.891992,4,0.08,23.81,Processing,Product_176588,Electronics,Phoenix,S,White,75094386,57.03,2025-03-03 16:35:07.864319,5,189.1704,756.6816,528.5616,0
6492601,176588,66285,440.3,2025-06-04 16:35:07.892007,2025-06-11 16:35:07.892007,3,0.29,14.19,Processing,Product_176588,Electronics,Phoenix,S,White,75094386,57.03,2025-03-03 16:35:07.864319,7,312.613,937.8389999999999,766.749,0
5334150,512461,73076,330.89,2025-10-20 16:35:07.892024,2025-10-27 16:35:07.892024,3,0.15,22.73,Delivered,Product_512461,Home,Seattle,S,Red,91926380,98.66,2023-08-18 16:35:07.864399,7,281.25649999999996,843.7694999999999,547.7894999999999,0
1577014,924197,66791,451.49,2025-12-12 16:35:07.892039,2025-12-19 16:35:07.892039,1,0.25,17.09,Shipped,Product_924197,Home,New York,L,Blue,40138388,74.21,2023-11-24 16:35:07.864252,7,338.6175,338.6175,264.4075,0
8558922,674253,14374,123.49,2026-02-24 16:35:07.892054,2026-03-03 16:35:07.892054,1,0.09,21.05,Delivered,Product_674253,Electronics,New York,L,Green,66043074,66.42,2024-06-10 16:35:07.864364,7,112.3759,112.3759,45.9559,0
2090872,140937,54482,424.78,2025-05-31 16:35:07.892070,2025-06-08 16:35:07.892070,4,0.11,8.46,Shipped,Product_140937,Electronics,Seattle,One Size,Green,73871809,83.94,2024-11-04 16:35:07.864391,8,378.0542,1512.2168,1176.4568,0
5428271,140937,10635,395.86,2026-04-02 16:35:07.892085,2026-04-06 16:35:07.892085,2,0.16,24.92,Delivered,Product_140937,Electronics,Seattle,One Size,Green,73871809,83.94,2024-11-04 16:35:07.864391,4,332.5224,665.0448,497.1648,0
2925151,187821,86089,230.21,2025-06-11 16:35:07.892100,2025-06-20 16:35:07.892100,2,0.07,8.35,Returned,Product_187821,Sports,Houston,L,Black,23440726,60.72,2025-05-26 16:35:07.864415,9,214.09529999999998,428.19059999999996,306.75059999999996,1
4879617,720230,68284,432.11,2025-05-07 16:35:07.892116,2025-05-13 16:35:07.892116,3,0.3,10.83,Processing,Product_720230,Beauty,Seattle,S,White,59007894,74.32,2024-10-28 16:35:07.864441,6,302.477,907.4309999999999,684.471,0
3739072,328815,97297,421.17,2025-09-21 16:35:07.892131,2025-09-30 16:35:07.892131,3,0.16,16.32,Processing,Product_328815,Electronics,Los Angeles,L,Red,77987462,55.1,2024-07-30 16:35:07.864356,9,353.7828,1061.3484,896.0483999999999,0
5970774,187821,47830,168.49,2026-02-14 16:35:07.892147,2026-02-19 16:35:07.892147,4,0.13,18.64,Shipped,Product_187821,Sports,Houston,L,Black,23440726,60.72,2025-05-26 16:35:07.864415,5,146.5863,586.3452,343.4652,0
1734564,328815,33044,442.33,2025-05-16 16:35:07.892162,2025-05-25 16:35:07.892162,2,0.23,24.97,Shipped,Product_328815,Electronics,Los Angeles,L,Red,77987462,55.1,2024-07-30 16:35:07.864356,9,340.59409999999997,681.1881999999999,570.9881999999999,0
1226999,140937,78582,218.97,2025-10-12 16:35:07.892176,2025-10-19 16:35:07.892176,1,0.19,19.92,Returned,Product_140937,Electronics,Seattle,One Size,Green,73871809,83.94,2024-11-04 16:35:07.864391,7,177.3657,177.3657,93.4257,1
1229224,187821,62859,414.05,2025-06-04 16:35:07.892191,2025-06-10 16:35:07.892191,3,0.13,7.78,Shipped,Product_187821,Sports,Houston,L,Black,23440726,60.72,2025-05-26 16:35:07.864415,6,360.2235,1080.6705,898.5105000000001,0
9192616,674253,94484,316.68,2025-12-14 16:35:07.892207,2025-12-19 16:35:07.892207,3,0.06,17.36,Processing,Product_674253,Electronics,New York,L,Green,66043074,66.42,2024-06-10 16:35:07.864364,5,297.6792,893.0375999999999,693.7775999999999,0
9268832,187821,20529,468.17,2025-07-23 16:35:07.892224,2025-07-26 16:35:07.892224,2,0.29,8.55,Delivered,Product_187821,Sports,Houston,L,Black,23440726,60.72,2025-05-26 16:35:07.864415,3,332.4007,664.8014,543.3614,0
7221107,176588,13357,306.02,2025-04-15 16:35:07.892239,2025-04-16 16:35:07.892239,4,0.28,6.12,Shipped,Product_176588,Electronics,Phoenix,S,White,75094386,57.03,2025-03-03 16:35:07.864319,1,220.3344,881.3376,653.2176,0
6657674,938521,49861,449.74,2025-09-02 16:35:07.892254,2025-09-07 16:35:07.892254,2,0.19,22.88,Delivered,Product_938521,Home,Los Angeles,XL,Green,57208792,26.54,2026-02-10 16:35:07.864346,5,364.28940000000006,728.5788000000001,675.4988000000001,0
3314565,140937,19276,245.59,2025-10-05 16:35:07.892269,2025-10-09 16:35:07.892269,1,0.21,11.1,Shipped,Product_140937,Electronics,Seattle,One Size,Green,73871809,83.94,2024-11-04 16:35:07.864391,4,194.01610000000002,194.01610000000002,110.07610000000003,0
5364971,512461,24366,163.46,2025-05-28 16:35:07.892285,2025-06-02 16:35:07.892285,4,0.26,6.93,Returned,Product_512461,Home,Seattle,S,Red,91926380,98.66,2023-08-18 16:35:07.864399,5,120.9604,483.8416,89.20160000000004,1
6531420,313802,27683,467.02,2025-05-06 16:35:07.892300,2025-05-13 16:35:07.892300,3,0.25,20.24,Shipped,Product_313802,Electronics,Phoenix,L,Red,68225018,65.34,2023-12-16 16:35:07.864337,7,350.265,1050.795,854.7749999999999,0
3316469,512461,69058,218.31,2026-02-01 16:35:07.892315,2026-02-03 16:35:07.892315,4,0.29,14.64,Shipped,Product_512461,Home,Seattle,S,Red,91926380,98.66,2023-08-18 16:35:07.864399,2,155.0001,620.0004,225.36040000000003,0
9472883,674253,22723,16.1,2025-06-09 16:35:07.892331,2025-06-12 16:35:07.892331,3,0.06,21.96,Delivered,Product_674253,Electronics,New York,L,Green,66043074,66.42,2024-06-10 16:35:07.864364,3,15.134,45.402,-153.858,0
2244249,492904,37858,449.16,2025-11-01 16:35:07.892346,2025-11-09 16:35:07.892346,1,0.23,14.66,Returned,Product_492904,Electronics,Houston,S,White,14713501,95.65,2024-03-27 16:35:07.864382,8,345.8532,345.8532,250.2032,1
4238539,363028,17529,310.46,2025-08-30 16:35:07.892361,2025-09-08 16:35:07.892361,1,0.16,6.83,Processing,Product_363028,Apparel,New York,S,Blue,29697412,90.13,2023-10-06 16:35:07.864310,9,260.78639999999996,260.78639999999996,170.65639999999996,0
2517343,720230,68502,388.79,2026-04-04 16:35:07.892376,2026-04-13 16:35:07.892376,1,0.01,7.91,Delivered,Product_720230,Beauty,Seattle,S,White,59007894,74.32,2024-10-28 16:35:07.864441,9,384.9021,384.9021,310.5821,0
6849074,674253,22821,64.55,2025-07-27 16:35:07.892392,2025-07-30 16:35:07.892392,4,0.02,24.08,Delivered,Product_674253,Electronics,New York,L,Green,66043074,66.42,2024-06-10 16:35:07.864364,3,63.25899999999999,253.03599999999997,-12.644000000000034,0
4055397,363028,25752,123.42,2025-10-05 16:35:07.892408,2025-10-08 16:35:07.892408,3,0.25,23.73,Delivered,Product_363028,Apparel,New York,S,Blue,29697412,90.13,2023-10-06 16:35:07.864310,3,92.565,277.695,7.305000000000007,0
4909649,674253,99876,334.32,2026-01-06 16:35:07.892423,2026-01-09 16:35:07.892423,4,0.12,15.24,Shipped,Product_674253,Electronics,New York,L,Green,66043074,66.42,2024-06-10 16:35:07.864364,3,294.2016,1176.8064,911.1263999999999,0
7456216,328815,78434,162.95,2026-01-31 16:35:07.892438,2026-02-08 16:35:07.892438,1,0.23,17.26,Returned,Product_328815,Electronics,Los Angeles,L,Red,77987462,55.1,2024-07-30 16:35:07.864356,8,125.47149999999999,125.47149999999999,70.3715,1
8419783,187821,79511,151.34,2025-07-12 16:35:07.892453,2025-07-20 16:35:07.892453,2,0.27,7.82,Returned,Product_187821,Sports,Houston,L,Black,23440726,60.72,2025-05-26 16:35:07.864415,8,110.4782,220.9564,99.5164,1
9050443,328815,50883,256.47,2025-05-13 16:35:07.892469,2025-05-22 16:35:07.892469,4,0.02,23.26,Delivered,Product_328815,Electronics,Los Angeles,L,Red,77987462,55.1,2024-07-30 16:35:07.864356,9,251.34060000000002,1005.3624000000001,784.9624000000001,0
1852567,313802,59200,175.45,2026-01-10 16:35:07.892484,2026-01-18 16:35:07.892484,2,0.11,24.76,Returned,Product_313802,Electronics,Phoenix,L,Red,68225018,65.34,2023-12-16 16:35:07.864337,8,156.1505,312.301,181.62099999999998,1
1780443,140937,85343,387.93,2025-08-06 16:35:07.892501,2025-08-11 16:35:07.892501,4,0.12,18.67,Returned,Product_140937,Electronics,Seattle,One Size,Green,73871809,83.94,2024-11-04 16:35:07.864391,5,341.3784,1365.5136,1029.7536,1
3502325,363028,21654,369.04,2025-11-04 16:35:07.892517,2025-11-12 16:35:07.892517,3,0.16,24.1,Shipped,Product_363028,Apparel,New York,S,Blue,29697412,90.13,2023-10-06 16:35:07.864310,8,309.9936,929.9808,659.5908000000001,0
7241138,720230,21332,395.0,2026-03-04 16:35:07.892532,2026-03-12 16:35:07.892532,2,0.26,24.69,Processing,Product_720230,Beauty,Seattle,S,White,59007894,74.32,2024-10-28 16:35:07.864441,8,292.3,584.6,435.96000000000004,0
7318270,781209,61245,22.05,2026-02-25 16:35:07.892547,2026-02-26 16:35:07.892547,3,0.1,15.53,Shipped,Product_781209,Apparel,Seattle,L,Gray,34897945,55.57,2024-07-28 16:35:07.864433,1,19.845000000000002,59.53500000000001,-107.17499999999998,0
8482476,140937,71284,112.43,2026-01-16 16:35:07.892563,2026-01-21 16:35:07.892563,1,0.21,16.54,Delivered,Product_140937,Electronics,Seattle,One Size,Green,73871809,83.94,2024-11-04 16:35:07.864391,5,88.81970000000001,88.81970000000001,4.879700000000014,0
9484520,938521,80046,272.85,2026-03-26 16:35:07.892578,2026-04-04 16:35:07.892578,2,0.23,9.03,Delivered,Product_938521,Home,Los Angeles,XL,Green,57208792,26.54,2026-02-10 16:35:07.864346,9,210.0945,420.189,367.10900000000004,0
7087841,492904,98154,288.77,2025-11-07 16:35:07.892593,2025-11-14 16:35:07.892593,1,0.27,19.62,Delivered,Product_492904,Electronics,Houston,S,White,14713501,95.65,2024-03-27 16:35:07.864382,7,210.80209999999997,210.80209999999997,115.15209999999996,0
4463276,938521,89052,434.15,2025-04-27 16:35:07.892609,2025-05-05 16:35:07.892609,3,0.16,7.68,Returned,Product_938521,Home,Los Angeles,XL,Green,57208792,26.54,2026-02-10 16:35:07.864346,8,364.686,1094.058,1014.4379999999999,1
7671819,363028,52657,444.54,2026-01-14 16:35:07.892624,2026-01-23 16:35:07.892624,4,0.23,8.33,Delivered,Product_363028,Apparel,New York,S,Blue,29697412,90.13,2023-10-06 16:35:07.864310,9,342.29580000000004,1369.1832000000002,1008.6632000000002,0
6815511,674253,25495,52.13,2026-02-12 16:35:07.892639,2026-02-16 16:35:07.892639,3,0.17,5.14,Processing,Product_674253,Electronics,New York,L,Green,66043074,66.42,2024-06-10 16:35:07.864364,4,43.2679,129.8037,-69.45630000000001,0
7849177,512461,74855,444.17,2025-10-24 16:35:07.892655,2025-10-31 16:35:07.892655,2,0.28,11.81,Delivered,Product_512461,Home,Seattle,S,Red,91926380,98.66,2023-08-18 16:35:07.864399,7,319.8024,639.6048,442.28479999999996,0
8246290,328815,96542,190.74,2025-09-28 16:35:07.892669,2025-10-04 16:35:07.892669,3,0.03,20.6,Returned,Product_328815,Electronics,Los Angeles,L,Red,77987462,55.1,2024-07-30 16:35:07.864356,6,185.0178,555.0534,389.7534,1
6293396,562958,86668,83.41,2025-07-15 16:35:07.892687,2025-07-16 16:35:07.892687,2,0.24,11.65,Processing,Product_562958,Electronics,Seattle,S,Gray,12407626,21.14,2024-10-14 16:35:07.864286,1,63.3916,126.7832,84.50319999999999,0
1224907,176588,71459,117.28,2025-11-23 16:35:07.892702,2025-11-25 16:35:07.892702,1,0.17,5.08,Processing,Product_176588,Electronics,Phoenix,S,White,75094386,57.03,2025-03-03 16:35:07.864319,2,97.3424,97.3424,40.3124,0
2608445,924197,23613,316.87,2025-07-23 16:35:07.892723,2025-07-28 16:35:07.892723,3,0.13,15.1,Shipped,Product_924197,Home,New York,L,Blue,40138388,74.21,2023-11-24 16:35:07.864252,5,275.6769,827.0307,604.4007,0
2762037,176588,65073,415.67,2026-01-29 16:35:07.892760,2026-01-31 16:35:07.892760,4,0.22,9.87,Returned,Product_176588,Electronics,Phoenix,S,White,75094386,57.03,2025-03-03 16:35:07.864319,2,324.2226,1296.8904,1068.7703999999999,1
9861605,938521,71310,457.71,2025-07-10 16:35:07.892775,2025-07-19 16:35:07.892775,4,0.12,24.15,Returned,Product_938521,Home,Los Angeles,XL,Green,57208792,26.54,2026-02-10 16:35:07.864346,9,402.78479999999996,1611.1391999999998,1504.9791999999998,1
5186328,512461,86525,436.22,2026-03-23 16:35:07.892790,2026-03-25 16:35:07.892790,4,0.02,20.9,Processing,Product_512461,Home,Seattle,S,Red,91926380,98.66,2023-08-18 16:35:07.864399,2,427.4956,1709.9824,1315.3424,0
1442648,313802,60047,294.04,2026-02-25 16:35:07.892805,2026-02-26 16:35:07.892805,2,0.27,20.14,Shipped,Product_313802,Electronics,Phoenix,L,Red,68225018,65.34,2023-12-16 16:35:07.864337,1,214.6492,429.2984,298.6184,0
7823066,363028,49946,30.18,2025-07-02 16:35:07.892822,2025-07-04 16:35:07.892822,2,0.03,22.59,Shipped,Product_363028,Apparel,New York,S,Blue,29697412,90.13,2023-10-06 16:35:07.864310,2,29.2746,58.5492,-121.71079999999999,0
4295178,938521,85343,48.05,2025-05-07 16:35:07.892838,2025-05-12 16:35:07.892838,1,0.22,13.03,Processing,Product_938521,Home,Los Angeles,XL,Green,57208792,26.54,2026-02-10 16:35:07.864346,5,37.479,37.479,10.939,0
1188555,562958,71430,136.97,2025-10-11 16:35:07.892872,2025-10-20 16:35:07.892872,4,0.26,18.17,Returned,Product_562958,Electronics,Seattle,S,Gray,12407626,21.14,2024-10-14 16:35:07.864286,9,101.3578,405.4312,320.8712,1
4432251,363028,74083,315.51,2025-09-30 16:35:07.892888,2025-10-07 16:35:07.892888,3,0.19,5.95,Shipped,Product_363028,Apparel,New York,S,Blue,29697412,90.13,2023-10-06 16:35:07.864310,7,255.56310000000002,766.6893,496.2993000000001,0
2569851,674253,82690,247.16,2025-05-08 16:35:07.892903,2025-05-17 16:35:07.892903,2,0.22,19.64,Processing,Product_674253,Electronics,New York,L,Green,66043074,66.42,2024-06-10 16:35:07.864364,9,192.7848,385.5696,252.72959999999998,0
9354972,492904,13899,350.27,2026-01-19 16:35:07.892918,2026-01-23 16:35:07.892918,1,0.06,17.89,Processing,Product_492904,Electronics,Houston,S,White,14713501,95.65,2024-03-27 16:35:07.864382,4,329.25379999999996,329.25379999999996,233.60379999999995,0
8246700,363028,13785,435.51,2025-12-07 16:35:07.892933,2025-12-08 16:35:07.892933,4,0.25,13.41,Delivered,Product_363028,Apparel,New York,S,Blue,29697412,90.13,2023-10-06 16:35:07.864310,1,326.6325,1306.53,946.01,0
8561587,512461,21604,292.17,2025-08-05 16:35:07.892963,2025-08-14 16:35:07.892963,3,0.24,21.91,Returned,Product_512461,Home,Seattle,S,Red,91926380,98.66,2023-08-18 16:35:07.864399,9,222.0492,666.1476,370.16760000000005,1
9863619,313802,42705,151.6,2026-03-16 16:35:07.892979,2026-03-18 16:35:07.892979,2,0.08,13.01,Returned,Product_313802,Electronics,Phoenix,L,Red,68225018,65.34,2023-12-16 16:35:07.864337,2,139.472,278.944,148.264,1
2674341,313802,76671,426.28,2025-10-01 16:35:07.892995,2025-10-04 16:35:07.892995,3,0.15,16.98,Delivered,Product_313802,Electronics,Phoenix,L,Red,68225018,65.34,2023-12-16 16:35:07.864337,3,362.33799999999997,1087.014,890.9939999999998,0
2438512,328815,67959,103.34,2026-01-31 16:35:07.893010,2026-02-05 16:35:07.893010,4,0.1,11.87,Processing,Product_328815,Electronics,Los Angeles,L,Red,77987462,55.1,2024-07-30 16:35:07.864356,5,93.006,372.024,151.624,0
9110438,674253,83540,59.5,2025-11-09 16:35:07.893025,2025-11-12 16:35:07.893025,1,0.14,14.2,Returned,Product_674253,Electronics,New York,L,Green,66043074,66.42,2024-06-10 16:35:07.864364,3,51.17,51.17,-15.25,1
9075881,781209,84850,244.36,2025-10-10 16:35:07.893040,2025-10-14 16:35:07.893040,2,0.2,16.54,Shipped,Product_781209,Apparel,Seattle,L,Gray,34897945,55.57,2024-07-28 16:35:07.864433,4,195.48800000000003,390.97600000000006,279.83600000000007,0
1489793,381632,11619,284.42,2025-12-02 16:35:07.893055,2025-12-07 16:35:07.893055,2,0.27,14.2,Shipped,Product_381632,Home,Phoenix,S,White,45607312,86.93,2024-10-27 16:35:07.864300,5,207.6266,415.2532,241.39319999999998,0
7593826,562958,47280,53.98,2025-10-11 16:35:07.893070,2025-10-12 16:35:07.893070,3,0.06,24.43,Processing,Product_562958,Electronics,Seattle,S,Gray,12407626,21.14,2024-10-14 16:35:07.864286,1,50.74119999999999,152.22359999999998,88.80359999999997,0
5527084,381632,64780,194.67,2026-01-19 16:35:07.893085,2026-01-27 16:35:07.893085,3,0.04,22.35,Shipped,Product_381632,Home,Phoenix,S,White,45607312,86.93,2024-10-27 16:35:07.864300,8,186.8832,560.6496,299.85959999999994,0
9680679,781209,21260,148.75,2025-05-21 16:35:07.893100,2025-05-25 16:35:07.893100,3,0.08,17.54,Delivered,Product_781209,Apparel,Seattle,L,Gray,34897945,55.57,2024-07-28 16:35:07.864433,4,136.85,410.54999999999995,243.84,0
7903219,512461,76392,349.52,2025-12-19 16:35:07.893115,2025-12-25 16:35:07.893115,4,0.16,15.58,Processing,Product_512461,Home,Seattle,S,Red,91926380,98.66,2023-08-18 16:35:07.864399,6,293.5968,1174.3872,779.7471999999999,0
1795089,381632,60874,283.72,2025-07-30 16:35:07.893133,2025-08-05 16:35:07.893133,1,0.07,20.0,Processing,Product_381632,Home,Phoenix,S,White,45607312,86.93,2024-10-27 16:35:07.864300,6,263.8596,263.8596,176.9296,0
5041617,492904,31660,126.65,2025-07-03 16:35:07.893149,2025-07-07 16:35:07.893149,3,0.28,21.85,Delivered,Product_492904,Electronics,Houston,S,White,14713501,95.65,2024-03-27 16:35:07.864382,4,91.188,273.564,-13.38600000000001,0
9858431,781209,34720,431.12,2025-08-21 16:35:07.893164,2025-08-26 16:35:07.893164,3,0.29,13.79,Returned,Product_781209,Apparel,Seattle,L,Gray,34897945,55.57,2024-07-28 16:35:07.864433,5,306.0952,918.2855999999999,751.5755999999999,1
5794626,720230,17547,452.62,2025-06-14 16:35:07.893180,2025-06-19 16:35:07.893180,3,0.24,17.67,Returned,Product_720230,Beauty,Seattle,S,White,59007894,74.32,2024-10-28 16:35:07.864441,5,343.9912,1031.9736,809.0136,1
7497479,924197,17864,388.36,2026-04-06 16:35:07.893204,2026-04-11 16:35:07.893204,3,0.25,16.68,Returned,Product_924197,Home,New York,L,Blue,40138388,74.21,2023-11-24 16:35:07.864252,5,291.27,873.81,651.1800000000001,1
5924239,140937,22375,474.63,2025-09-18 16:35:07.893220,2025-09-27 16:35:07.893220,3,0.15,11.66,Shipped,Product_140937,Electronics,Seattle,One Size,Green,73871809,83.94,2024-11-04 16:35:07.864391,9,403.4355,1210.3065,958.4865,0
3375177,313802,37071,154.25,2025-08-20 16:35:07.893235,2025-08-24 16:35:07.893235,3,0.07,21.17,Delivered,Product_313802,Electronics,Phoenix,L,Red,68225018,65.34,2023-12-16 16:35:07.864337,4,143.4525,430.35749999999996,234.33749999999995,0
8334737,381632,30733,24.7,2026-01-04 16:35:07.893250,2026-01-07 16:35:07.893250,4,0.29,7.86,Processing,Product_381632,Home,Phoenix,S,White,45607312,86.93,2024-10-27 16:35:07.864300,3,17.537,70.148,-277.572,0
1595399,562958,79440,288.36,2025-10-13 16:35:07.893266,2025-10-14 16:35:07.893266,4,0.1,13.99,Returned,Product_562958,Electronics,Seattle,S,Gray,12407626,21.14,2024-10-14 16:35:07.864286,1,259.524,1038.096,953.5360000000001,1
6666647,938521,91169,213.42,2025-10-14 16:35:07.893280,2025-10-17 16:35:07.893280,4,0.06,10.8,Delivered,Product_938521,Home,Los Angeles,XL,Green,57208792,26.54,2026-02-10 16:35:07.864346,3,200.61479999999997,802.4591999999999,696.2991999999999,0
3279811,176588,67788,269.06,2025-05-26 16:35:07.893295,2025-06-01 16:35:07.893295,1,0.07,6.88,Shipped,Product_176588,Electronics,Phoenix,S,White,75094386,57.03,2025-03-03 16:35:07.864319,6,250.2258,250.2258,193.1958,0
4634197,938521,18830,360.1,2025-07-14 16:35:07.893310,2025-07-23 16:35:07.893310,1,0.13,18.22,Shipped,Product_938521,Home,Los Angeles,XL,Green,57208792,26.54,2026-02-10 16:35:07.864346,9,313.28700000000003,313.28700000000003,286.747,0
5527741,381632,12731,113.09,2025-09-30 16:35:07.893325,2025-10-04 16:35:07.893325,4,0.04,19.58,Delivered,Product_381632,Home,Phoenix,S,White,45607312,86.93,2024-10-27 16:35:07.864300,4,108.5664,434.2656,86.54559999999998,0
2038774,512461,37583,312.11,2025-09-06 16:35:07.893340,2025-09-13 16:35:07.893340,4,0.24,22.41,Shipped,Product_512461,Home,Seattle,S,Red,91926380,98.66,2023-08-18 16:35:07.864399,7,237.20360000000002,948.8144000000001,554.1744000000001,0
8469899,720230,62274,266.71,2025-06-13 16:35:07.893355,2025-06-18 16:35:07.893355,2,0.3,24.42,Delivered,Product_720230,Beauty,Seattle,S,White,59007894,74.32,2024-10-28 16:35:07.864441,5,186.69699999999997,373.39399999999995,224.75399999999996,0
1934703,187821,83669,230.51,2025-11-20 16:35:07.893371,2025-11-27 16:35:07.893371,4,0.15,18.3,Processing,Product_187821,Sports,Houston,L,Black,23440726,60.72,2025-05-26 16:35:07.864415,7,195.93349999999998,783.7339999999999,540.8539999999999,0
3983183,381632,95473,185.16,2026-01-23 16:35:07.893386,2026-01-27 16:35:07.893386,1,0.03,21.52,Shipped,Product_381632,Home,Phoenix,S,White,45607312,86.93,2024-10-27 16:35:07.864300,4,179.6052,179.6052,92.67519999999999,0
3069010,938521,18897,473.82,2025-06-08 16:35:07.893404,2025-06-14 16:35:07.893404,3,0.27,16.77,Returned,Product_938521,Home,Los Angeles,XL,Green,57208792,26.54,2026-02-10 16:35:07.864346,6,345.8886,1037.6658,958.0457999999999,1
7439294,363028,17560,127.79,2026-01-20 16:35:07.893422,2026-01-22 16:35:07.893422,4,0.17,19.02,Shipped,Product_363028,Apparel,New York,S,Blue,29697412,90.13,2023-10-06 16:35:07.864310,2,106.0657,424.2628,63.742800000000045,0
1200201,363028,79002,46.36,2026-04-08 16:35:07.893437,2026-04-16 16:35:07.893437,1,0.14,7.41,Processing,Product_363028,Apparel,New York,S,Blue,29697412,90.13,2023-10-06 16:35:07.864310,8,39.8696,39.8696,-50.2604,0
